,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius,BanyakKotaRawan
9039,Jakarta Pusat,Malam,Cerah Berawan,65-90,23-33,2
9040,Jakarta Utara,Malam,Cerah Berawan,65-90,23-33,15
9041,Jakarta Barat,Dini Hari,Cerah Berawan,65-90,23-33,17
9042,Jakarta Selatan,Dini Hari,Cerah Berawan,65-90,23-33,25
9043,Kepulauan Seribu,Dini Hari,Cerah Berawan,65-90,23-33,0
9044,Jakarta Pusat,Dini Hari,Cerah Berawan,65-90,23-33,2
9045,Jakarta Timur,Malam,Cerah Berawan,65-90,23-33,23
9046,Jakarta Timur,Dini Hari,Cerah Berawan,65-90,23-33,23
9047,Jakarta Utara,Dini Hari,Cerah Berawan,65-90,23-33,15
9048,Jakarta Utara,Siang,Berawan,65-90,23-33,15
9049,Kepulauan Seribu,Siang,Berawan,65-90,23-33,0
9050,Jakarta Selatan,Siang,Hujan Lokal,65-90,23-33,25
9051,Jakarta Barat,Siang,Berawan,65-90,23-33,17
9052,Jakarta Timur,Siang,Hujan Lokal,65-90,23-33,23
9053,Jakarta Utara,Pagi,Berawan Tebal,65-90,23-33,15
9054,Jakarta Pusat,Pagi,Berawan Tebal,65-90,23-33,2
9055,Kepulauan Seribu,Pagi,Berawan Tebal,65-90,23-33,0
9056,Jakarta Selatan,Pagi,Berawan,65-90,23-33,25
9057,Jakarta Barat,Pagi,Berawan,65-90,23-33,17
9058,Jakarta Timur,Pagi,Berawan,65-90,23-33,23
9059,Jakarta Pusat,Siang,Berawan,65-90,23-33,2
9060,Jakarta Barat,Malam,Cerah Berawan,60-90,23-33,17
9061,Jakarta Selatan,Malam,Cerah Berawan,60-90,23-33,25
9062,Kepulauan Seribu,Malam,Cerah,60-90,23-33,0
9063,Jakarta Pusat,Malam,Cerah,60-90,23-33,2
9064,Jakarta Timur,Malam,Cerah Berawan,60-90,23-33,23
9065,Jakarta Timur,Dini Hari,Berawan,60-90,23-33,23
9066,Jakarta Barat,Dini Hari,Berawan,60-90,23-33,17
9067,Jakarta Selatan,Dini Hari,Berawan,60-90,23-33,25
9068,Kepulauan Seribu,Dini Hari,Cerah Berawan,60-90,23-33,0
9069,Jakarta Utara,Malam,Cerah,60-90,23-33,15
9070,Jakarta Utara,Siang,Cerah Berawan,60-90,23-33,15
9071,Jakarta Pusat,Dini Hari,Berawan,60-90,23-33,2
9072,Kepulauan Seribu,Siang,Cerah,60-90,23-33,0
9073,Jakarta Pusat,Siang,Cerah Berawan,60-90,23-33,2
9074,Jakarta Timur,Pagi,Cerah,60-90,23-33,23
9075,Jakarta Barat,Pagi,Cerah,60-90,23-33,17
9076,Jakarta Selatan,Pagi,Cerah,60-90,23-33,25
9077,Kepulauan Seribu,Pagi,Cerah,60-90,23-33,0
9078,Jakarta Utara,Dini Hari,Berawan,60-90,23-33,15
9079,Jakarta Utara,Pagi,Cerah,60-90,23-33,15
9080,Jakarta Timur,Siang,Cerah Berawan,60-90,23-33,23
9081,Jakarta Barat,Siang,Cerah Berawan,60-90,23-33,17
9082,Jakarta Selatan,Siang,Cerah Berawan,60-90,23-33,25
9083,Jakarta Pusat,Pagi,Cerah,60-90,23-33,2
9084,Jakarta Selatan,Dini Hari,Cerah Berawan,55-95,24-34,25
9085,Jakarta Barat,Dini Hari,Cerah Berawan,55-95,24-34,17
9086,Jakarta Timur,Dini Hari,Cerah Berawan,55-95,24-34,23
9087,Jakarta Utara,Malam,Cerah,55-95,24-34,15
9088,Jakarta Pusat,Malam,Cerah,55-95,24-34,2
9089,Kepulauan Seribu,Malam,Cerah,55-95,24-34,0
9090,Jakarta Selatan,Malam,Cerah,55-95,24-34,25
9091,Jakarta Barat,Malam,Cerah,55-95,24-34,17
9092,Jakarta Timur,Malam,Cerah,55-95,24-34,23
9093,Jakarta Pusat,Siang,Cerah Berawan,55-95,24-34,2
9094,Kepulauan Seribu,Siang,Cerah Berawan,55-95,24-34,0
9095,Jakarta Selatan,Siang,Cerah Berawan,55-95,24-34,25
9096,Jakarta Barat,Siang,Cerah Berawan,55-95,24-34,17
9097,Kepulauan Seribu,Dini Hari,Cerah Berawan,55-95,24-34,0
9098,Jakarta Utara,Pagi,Cerah,55-95,24-34,15
9099,Jakarta Pusat,Pagi,Cerah,55-95,24-34,2
9100,Kepulauan Seribu,Pagi,Cerah,55-95,24-34,0
9101,Jakarta Selatan,Pagi,Cerah,55-95,24-34,25
9102,Jakarta Barat,Pagi,Cerah,55-95,24-34,17
9103,Jakarta Timur,Pagi,Cerah,55-95,24-34,23
9104,Jakarta Utara,Siang,Cerah Berawan,55-95,24-34,15
9105,Jakarta Timur,Siang,Cerah Berawan,55-95,24-34,23
9106,Jakarta Pusat,Dini Hari,Cerah Berawan,55-95,24-34,2
9107,Jakarta Utara,Dini Hari,Cerah Berawan,55-95,24-34,15
9108,Jakarta Timur,Pagi,Cerah Berawan,55-90,24-34,23
9109,Jakarta Utara,Dini Hari,Cerah Berawan,55-90,24-34,15
9110,Jakarta Pusat,Dini Hari,Cerah Berawan,55-90,24-34,2
9111,Kepulauan Seribu,Dini Hari,Berawan,55-90,24-34,0
9112,Jakarta Selatan,Dini Hari,Cerah Berawan,55-90,24-34,25
9113,Jakarta Barat,Dini Hari,Cerah Berawan,55-90,24-34,17
9114,Jakarta Timur,Dini Hari,Cerah Berawan,55-90,24-34,23
9115,Jakarta Utara,Malam,Berawan,55-90,24-34,15
9116,Jakarta Pusat,Malam,Berawan,55-90,24-34,2
9117,Kepulauan Seribu,Malam,Berawan,55-90,24-34,0
9118,Jakarta Selatan,Malam,Cerah Berawan,55-90,24-34,25
9119,Jakarta Barat,Malam,Berawan,55-90,24-34,17
9120,Jakarta Utara,Siang,Cerah Berawan,55-90,24-34,15
9121,Jakarta Pusat,Siang,Berawan,55-90,24-34,2
9122,Kepulauan Seribu,Siang,Cerah Berawan,55-90,24-34,0
9123,Jakarta Selatan,Siang,Berawan,55-90,24-34,25
9124,Jakarta Barat,Siang,Berawan,55-90,24-34,17
9125,Jakarta Timur,Siang,Berawan,55-90,24-34,23
9126,Jakarta Utara,Pagi,Cerah Berawan,55-90,24-34,15
9127,Kepulauan Seribu,Pagi,Cerah Berawan,55-90,24-34,0
9128,Jakarta Selatan,Pagi,Cerah Berawan,55-90,24-34,25
9129,Jakarta Barat,Pagi,Cerah Berawan,55-90,24-34,17
9130,Jakarta Timur,Malam,Berawan,55-90,24-34,23
9131,Jakarta Pusat,Pagi,Cerah Berawan,55-90,24-34,2
9132,Jakarta Utara,Siang,Hujan Lokal,70-95,24-33,15
9133,Jakarta Barat,Pagi,Berawan,70-95,24-33,17
9134,Jakarta Timur,Pagi,Berawan,70-95,24-33,23
9135,Jakarta Utara,Dini Hari,Cerah Berawan,70-95,24-33,15
9136,Jakarta Pusat,Dini Hari,Cerah Berawan,70-95,24-33,2
9137,Kepulauan Seribu,Dini Hari,Cerah Berawan,70-95,24-33,0
9138,Jakarta Selatan,Dini Hari,Cerah Berawan,70-95,24-33,25
9139,Jakarta Barat,Dini Hari,Cerah Berawan,70-95,24-33,17
9140,Jakarta Utara,Malam,Berawan,70-95,24-33,15
9141,Jakarta Pusat,Malam,Berawan,70-95,24-33,2
9142,Kepulauan Seribu,Malam,Berawan,70-95,24-33,0
9143,Jakarta Selatan,Malam,Cerah Berawan,70-95,24-33,25
9144,Jakarta Timur,Dini Hari,Cerah Berawan,70-95,24-33,23
9145,Jakarta Timur,Malam,Berawan,70-95,24-33,23
9146,Jakarta Barat,Malam,Berawan,70-95,24-33,17
9147,Kepulauan Seribu,Pagi,Berawan,70-95,24-33,0
9148,Jakarta Pusat,Pagi,Berawan,70-95,24-33,2
9149,Jakarta Utara,Pagi,Berawan,70-95,24-33,15
9150,Jakarta Timur,Siang,Hujan Lokal,70-95,24-33,23
9151,Jakarta Selatan,Pagi,Berawan,70-95,24-33,25
9152,Jakarta Selatan,Siang,Hujan Lokal,70-95,24-33,25
9153,Kepulauan Seribu,Siang,Berawan,70-95,24-33,0
9154,Jakarta Pusat,Siang,Berawan,70-95,24-33,2
9155,Jakarta Barat,Siang,Hujan Lokal,70-95,24-33,17
9156,Jakarta Barat,Malam,Berawan,65-90,23-34,17
9157,Jakarta Utara,Dini Hari,Cerah Berawan,65-90,23-34,15
9158,Jakarta Pusat,Dini Hari,Cerah Berawan,65-90,23-34,2
9159,Kepulauan Seribu,Dini Hari,Cerah Berawan,65-90,23-34,0
9160,Jakarta Selatan,Dini Hari,Cerah Berawan,65-90,23-34,25
9161,Jakarta Barat,Dini Hari,Cerah Berawan,65-90,23-34,17
9162,Jakarta Utara,Malam,Berawan,65-90,23-34,15
9163,Jakarta Pusat,Malam,Berawan,65-90,23-34,2
9164,Kepulauan Seribu,Malam,Berawan,65-90,23-34,0
9165,Jakarta Selatan,Malam,Hujan Ringan,65-90,23-34,25
9166,Jakarta Timur,Malam,Hujan Ringan,65-90,23-34,23
9167,Jakarta Timur,Dini Hari,Cerah Berawan,65-90,23-34,23
9168,Jakarta Pusat,Siang,Berawan,65-90,23-34,2
9169,Jakarta Barat,Pagi,Cerah Berawan,65-90,23-34,17
9170,Jakarta Selatan,Pagi,Cerah Berawan,65-90,23-34,25
9171,Kepulauan Seribu,Pagi,Cerah Berawan,65-90,23-34,0
9172,Jakarta Pusat,Pagi,Cerah Berawan,65-90,23-34,2
9173,Jakarta Utara,Pagi,Cerah Berawan,65-90,23-34,15
9174,Jakarta Utara,Siang,Berawan,65-90,23-34,15
9175,Jakarta Timur,Siang,Berawan,65-90,23-34,23
9176,Jakarta Barat,Siang,Berawan,65-90,23-34,17
9177,Jakarta Selatan,Siang,Hujan Lokal,65-90,23-34,25
9178,Kepulauan Seribu,Siang,Berawan,65-90,23-34,0
9179,Jakarta Timur,Pagi,Cerah Berawan,65-90,23-34,23
9180,Jakarta Barat,Malam,Cerah Berawan,50-90,24-34,17
9181,Jakarta Pusat,Dini Hari,Cerah Berawan,50-90,24-34,2
9182,Kepulauan Seribu,Dini Hari,Cerah Berawan,50-90,24-34,0
9183,Jakarta Selatan,Dini Hari,Cerah Berawan,50-90,24-34,25
9184,Jakarta Barat,Dini Hari,Cerah Berawan,50-90,24-34,17
9185,Jakarta Timur,Dini Hari,Cerah Berawan,50-90,24-34,23
9186,Jakarta Utara,Malam,Cerah Berawan,50-90,24-34,15
9187,Jakarta Pusat,Malam,Cerah Berawan,50-90,24-34,2
9188,Kepulauan Seribu,Malam,Cerah Berawan,50-90,24-34,0
9189,Jakarta Selatan,Malam,Cerah Berawan,50-90,24-34,25
9190,Jakarta Utara,Dini Hari,Cerah Berawan,50-90,24-34,15
9191,Jakarta Timur,Malam,Cerah Berawan,50-90,24-34,23
9192,Jakarta Pusat,Siang,Cerah Berawan,50-90,24-34,2
9193,Kepulauan Seribu,Siang,Cerah Berawan,50-90,24-34,0
9194,Jakarta Selatan,Siang,Cerah Berawan,50-90,24-34,25
9195,Jakarta Barat,Siang,Cerah Berawan,50-90,24-34,17
9196,Jakarta Timur,Siang,Cerah Berawan,50-90,24-34,23
9197,Jakarta Utara,Pagi,Cerah Berawan,50-90,24-34,15
9198,Jakarta Pusat,Pagi,Cerah Berawan,50-90,24-34,2
9199,Kepulauan Seribu,Pagi,Cerah Berawan,50-90,24-34,0
9200,Jakarta Selatan,Pagi,Cerah Berawan,50-90,24-34,25
9201,Jakarta Barat,Pagi,Cerah Berawan,50-90,24-34,17
9202,Jakarta Timur,Pagi,Cerah Berawan,50-90,24-34,23
9203,Jakarta Utara,Siang,Cerah Berawan,50-90,24-34,15
9204,Kepulauan Seribu,Malam,Hujan Ringan,55-90,23-34,0
9205,Jakarta Pusat,Malam,Cerah Berawan,55-90,23-34,2
9206,Jakarta Utara,Malam,Berawan,55-90,23-34,15
9207,Jakarta Timur,Dini Hari,Cerah Berawan,55-90,23-34,23
9208,Jakarta Utara,Dini Hari,Berawan,55-90,23-34,15
9209,Jakarta Selatan,Dini Hari,Cerah Berawan,55-90,23-34,25
9210,Kepulauan Seribu,Dini Hari,Berawan,55-90,23-34,0
9211,Jakarta Pusat,Dini Hari,Cerah Berawan,55-90,23-34,2
9212,Jakarta Selatan,Malam,Berawan,55-90,23-34,25
9213,Jakarta Barat,Dini Hari,Cerah Berawan,55-90,23-34,17
9214,Jakarta Barat,Malam,Cerah Berawan,55-90,23-34,17
9215,Jakarta Barat,Pagi,Cerah Berawan,55-90,23-34,17
9216,Jakarta Utara,Siang,Cerah Berawan,55-90,23-34,15
9217,Jakarta Pusat,Siang,Cerah Berawan,55-90,23-34,2
9218,Kepulauan Seribu,Siang,Cerah Berawan,55-90,23-34,0
9219,Jakarta Selatan,Siang,Cerah Berawan,55-90,23-34,25
9220,Jakarta Barat,Siang,Cerah Berawan,55-90,23-34,17
9221,Jakarta Timur,Siang,Cerah Berawan,55-90,23-34,23
9222,Jakarta Utara,Pagi,Cerah Berawan,55-90,23-34,15
9223,Jakarta Pusat,Pagi,Cerah Berawan,55-90,23-34,2
9224,Kepulauan Seribu,Pagi,Cerah Berawan,55-90,23-34,0
9225,Jakarta Selatan,Pagi,Cerah Berawan,55-90,23-34,25
9226,Jakarta Timur,Pagi,Cerah Berawan,55-90,23-34,23
9227,Jakarta Timur,Malam,Cerah Berawan,55-90,23-34,23
9228,Jakarta Selatan,Malam,Berawan,50-90,24-34,25
9229,Kepulauan Seribu,Malam,Berawan,50-90,24-34,0
9230,Jakarta Pusat,Malam,Berawan,50-90,24-34,2
9231,Jakarta Utara,Malam,Hujan Lokal,50-90,24-34,15
9232,Jakarta Utara,Dini Hari,Berawan,50-90,24-34,15
9233,Jakarta Selatan,Dini Hari,Berawan,50-90,24-34,25
9234,Kepulauan Seribu,Dini Hari,Berawan,50-90,24-34,0
9235,Jakarta Pusat,Dini Hari,Berawan,50-90,24-34,2
9236,Jakarta Barat,Malam,Berawan,50-90,24-34,17
9237,Jakarta Barat,Dini Hari,Berawan,50-90,24-34,17
9238,Jakarta Timur,Malam,Hujan Lokal,50-90,24-34,23
9239,Jakarta Timur,Dini Hari,Berawan,50-90,24-34,23
9240,Jakarta Pusat,Siang,Cerah Berawan,50-90,24-34,2
9241,Kepulauan Seribu,Siang,Cerah Berawan,50-90,24-34,0
9242,Jakarta Selatan,Siang,Cerah Berawan,50-90,24-34,25
9243,Jakarta Barat,Siang,Cerah Berawan,50-90,24-34,17
9244,Jakarta Timur,Siang,Cerah Berawan,50-90,24-34,23
9245,Jakarta Utara,Pagi,Cerah Berawan,50-90,24-34,15
9246,Jakarta Pusat,Pagi,Cerah Berawan,50-90,24-34,2
9247,Kepulauan Seribu,Pagi,Cerah Berawan,50-90,24-34,0
9248,Jakarta Selatan,Pagi,Cerah Berawan,50-90,24-34,25
9249,Jakarta Barat,Pagi,Cerah Berawan,50-90,24-34,17
9250,Jakarta Timur,Pagi,Cerah Berawan,50-90,24-34,23
9251,Jakarta Utara,Siang,Cerah Berawan,50-90,24-34,15
9252,Jakarta Selatan,Malam,Cerah Berawan,55-90,24-33,25
9253,Kepulauan Seribu,Malam,Cerah,55-90,24-33,0
9254,Jakarta Pusat,Malam,Cerah Berawan,55-90,24-33,2
9255,Jakarta Utara,Malam,Cerah Berawan,55-90,24-33,15
9256,Jakarta Pusat,Dini Hari,Berawan,55-90,24-33,2
9257,Jakarta Barat,Dini Hari,Cerah Berawan,55-90,24-33,17
9258,Jakarta Selatan,Dini Hari,Cerah Berawan,55-90,24-33,25
9259,Kepulauan Seribu,Dini Hari,Hujan Lokal,55-90,24-33,0
9260,Jakarta Barat,Malam,Cerah Berawan,55-90,24-33,17
9261,Jakarta Timur,Dini Hari,Cerah Berawan,55-90,24-33,23
9262,Jakarta Timur,Malam,Cerah Berawan,55-90,24-33,23
9263,Jakarta Timur,Siang,Hujan Lokal,55-90,24-33,23
9264,Jakarta Pusat,Siang,Cerah Berawan,55-90,24-33,2
9265,Kepulauan Seribu,Siang,Cerah Berawan,55-90,24-33,0
9266,Jakarta Selatan,Siang,Hujan Lokal,55-90,24-33,25
9267,Jakarta Barat,Siang,Cerah Berawan,55-90,24-33,17
9268,Jakarta Utara,Pagi,Cerah Berawan,55-90,24-33,15
9269,Jakarta Pusat,Pagi,Cerah Berawan,55-90,24-33,2
9270,Kepulauan Seribu,Pagi,Cerah Berawan,55-90,24-33,0
9271,Jakarta Selatan,Pagi,Cerah Berawan,55-90,24-33,25
9272,Jakarta Barat,Pagi,Cerah Berawan,55-90,24-33,17
9273,Jakarta Timur,Pagi,Cerah Berawan,55-90,24-33,23
9274,Jakarta Utara,Siang,Cerah Berawan,55-90,24-33,15
9275,Jakarta Utara,Dini Hari,Berawan,55-90,24-33,15
9276,Jakarta Pusat,Siang,Cerah Berawan,55-95,24-33,2
9277,Jakarta Utara,Dini Hari,Berawan,55-95,24-33,15
9278,Kepulauan Seribu,Dini Hari,Hujan Ringan,55-95,24-33,0
9279,Jakarta Selatan,Dini Hari,Berawan,55-95,24-33,25
9280,Jakarta Barat,Dini Hari,Berawan,55-95,24-33,17
9281,Jakarta Timur,Dini Hari,Berawan,55-95,24-33,23
9282,Jakarta Utara,Malam,Cerah Berawan,55-95,24-33,15
9283,Jakarta Pusat,Malam,Cerah Berawan,55-95,24-33,2
9284,Jakarta Selatan,Malam,Cerah Berawan,55-95,24-33,25
9285,Jakarta Barat,Malam,Cerah Berawan,55-95,24-33,17
9286,Jakarta Timur,Malam,Cerah Berawan,55-95,24-33,23
9287,Jakarta Utara,Siang,Cerah Berawan,55-95,24-33,15
9288,Kepulauan Seribu,Malam,Cerah Berawan,55-95,24-33,0
9289,Jakarta Selatan,Siang,Cerah Berawan,55-95,24-33,25
9290,Kepulauan Seribu,Siang,Cerah Berawan,55-95,24-33,0
9291,Jakarta Timur,Pagi,Cerah Berawan,55-95,24-33,23
9292,Jakarta Barat,Pagi,Cerah Berawan,55-95,24-33,17
9293,Jakarta Selatan,Pagi,Cerah Berawan,55-95,24-33,25
9294,Kepulauan Seribu,Pagi,Cerah Berawan,55-95,24-33,0
9295,Jakarta Pusat,Dini Hari,Berawan,55-95,24-33,2
9296,Jakarta Utara,Pagi,Cerah Berawan,55-95,24-33,15
9297,Jakarta Timur,Siang,Cerah Berawan,55-95,24-33,23
9298,Jakarta Barat,Siang,Cerah Berawan,55-95,24-33,17
9299,Jakarta Pusat,Pagi,Cerah Berawan,55-95,24-33,2
9300,Jakarta Selatan,Malam,Berawan,65-95,23-33,25
9301,Jakarta Utara,Dini Hari,Berawan,65-95,23-33,15
9302,Jakarta Pusat,Dini Hari,Berawan,65-95,23-33,2
9303,Kepulauan Seribu,Dini Hari,Hujan Lokal,65-95,23-33,0
9304,Jakarta Selatan,Dini Hari,Cerah Berawan,65-95,23-33,25
9305,Jakarta Barat,Dini Hari,Cerah Berawan,65-95,23-33,17
9306,Jakarta Timur,Dini Hari,Cerah Berawan,65-95,23-33,23
9307,Jakarta Utara,Malam,Berawan,65-95,23-33,15
9308,Jakarta Pusat,Malam,Berawan,65-95,23-33,2
9309,Kepulauan Seribu,Malam,Hujan Lokal,65-95,23-33,0
9310,Jakarta Barat,Malam,Berawan,65-95,23-33,17
9311,Jakarta Timur,Pagi,Cerah Berawan,65-95,23-33,23
9312,Jakarta Utara,Siang,Hujan Lokal,65-95,23-33,15
9313,Jakarta Timur,Malam,Berawan,65-95,23-33,23
9314,Jakarta Selatan,Pagi,Cerah Berawan,65-95,23-33,25
9315,Kepulauan Seribu,Pagi,Berawan,65-95,23-33,0
9316,Jakarta Pusat,Pagi,Cerah Berawan,65-95,23-33,2
9317,Jakarta Utara,Pagi,Berawan,65-95,23-33,15
9318,Jakarta Barat,Pagi,Cerah Berawan,65-95,23-33,17
9319,Jakarta Barat,Siang,Hujan Lokal,65-95,23-33,17
9320,Jakarta Selatan,Siang,Hujan Lokal,65-95,23-33,25
9321,Kepulauan Seribu,Siang,Berawan,65-95,23-33,0
9322,Jakarta Pusat,Siang,Hujan Lokal,65-95,23-33,2
9323,Jakarta Timur,Siang,Hujan Lokal,65-95,23-33,23
9324,Kepulauan Seribu,Malam,Berawan,70-100,24-33,0
9325,Jakarta Utara,Dini Hari,Berawan,70-100,24-33,15
9326,Jakarta Pusat,Dini Hari,Berawan,70-100,24-33,2
9327,Kepulauan Seribu,Dini Hari,Hujan Ringan,70-100,24-33,0
9328,Jakarta Selatan,Dini Hari,Berawan,70-100,24-33,25
9329,Jakarta Barat,Dini Hari,Berawan,70-100,24-33,17
9330,Jakarta Timur,Dini Hari,Cerah Berawan,70-100,24-33,23
9331,Jakarta Utara,Malam,Cerah Berawan,70-100,24-33,15
9332,Jakarta Pusat,Malam,Cerah Berawan,70-100,24-33,2
9333,Jakarta Selatan,Malam,Berawan,70-100,24-33,25
9334,Jakarta Barat,Malam,Berawan,70-100,24-33,17
9335,Jakarta Barat,Pagi,Berawan,70-100,24-33,17
9336,Jakarta Timur,Pagi,Berawan,70-100,24-33,23
9337,Jakarta Timur,Malam,Cerah Berawan,70-100,24-33,23
9338,Jakarta Selatan,Pagi,Cerah Berawan,70-100,24-33,25
9339,Kepulauan Seribu,Pagi,Hujan Lokal,70-100,24-33,0
9340,Jakarta Utara,Pagi,Berawan,70-100,24-33,15
9341,Jakarta Pusat,Pagi,Berawan,70-100,24-33,2
9342,Jakarta Barat,Siang,Hujan Ringan,70-100,24-33,17
9343,Jakarta Selatan,Siang,Hujan Lokal,70-100,24-33,25
9344,Kepulauan Seribu,Siang,Berawan,70-100,24-33,0
9345,Jakarta Pusat,Siang,Hujan Ringan,70-100,24-33,2
9346,Jakarta Utara,Siang,Berawan,70-100,24-33,15
9347,Jakarta Timur,Siang,Hujan Lokal,70-100,24-33,23
9348,Jakarta Utara,Malam,Cerah Berawan,65-95,24-33,15
9349,Kepulauan Seribu,Malam,Cerah Berawan,65-95,24-33,0
9350,Jakarta Pusat,Malam,Cerah Berawan,65-95,24-33,2
9351,Jakarta Timur,Dini Hari,Berawan,65-95,24-33,23
9352,Jakarta Selatan,Malam,Berawan,65-95,24-33,25
9353,Jakarta Selatan,Dini Hari,Berawan,65-95,24-33,25
9354,Kepulauan Seribu,Dini Hari,Hujan Ringan,65-95,24-33,0
9355,Jakarta Pusat,Dini Hari,Hujan Lokal,65-95,24-33,2
9356,Jakarta Utara,Dini Hari,Hujan Lokal,65-95,24-33,15
9357,Jakarta Barat,Dini Hari,Berawan,65-95,24-33,17
9358,Jakarta Barat,Malam,Berawan,65-95,24-33,17
9359,Jakarta Timur,Pagi,Berawan,65-95,24-33,23
9360,Jakarta Utara,Siang,Berawan,65-95,24-33,15
9361,Jakarta Timur,Malam,Berawan,65-95,24-33,23
9362,Jakarta Selatan,Pagi,Berawan,65-95,24-33,25
9363,Kepulauan Seribu,Pagi,Berawan,65-95,24-33,0
9364,Jakarta Pusat,Pagi,Berawan,65-95,24-33,2
9365,Jakarta Utara,Pagi,Berawan,65-95,24-33,15
9366,Jakarta Barat,Pagi,Berawan,65-95,24-33,17
9367,Jakarta Barat,Siang,Berawan,65-95,24-33,17
9368,Jakarta Selatan,Siang,Hujan Lokal,65-95,24-33,25
9369,Kepulauan Seribu,Siang,Berawan,65-95,24-33,0
9370,Jakarta Pusat,Siang,Hujan Lokal,65-95,24-33,2
9371,Jakarta Timur,Siang,Hujan Lokal,65-95,24-33,23
9372,Jakarta Utara,Dini Hari,Hujan Lokal,75-100,24-33,15
9373,Jakarta Pusat,Dini Hari,Berawan,75-100,24-33,2
9374,Kepulauan Seribu,Dini Hari,Hujan Lokal,75-100,24-33,0
9375,Jakarta Selatan,Dini Hari,Berawan,75-100,24-33,25
9376,Jakarta Selatan,Malam,Cerah Berawan,75-100,24-33,25
9377,Jakarta Timur,Dini Hari,Berawan,75-100,24-33,23
9378,Jakarta Utara,Malam,Cerah Berawan,75-100,24-33,15
9379,Jakarta Pusat,Malam,Cerah Berawan,75-100,24-33,2
9380,Kepulauan Seribu,Malam,Hujan Lokal,75-100,24-33,0
9381,Jakarta Barat,Malam,Berawan,75-100,24-33,17
9382,Jakarta Barat,Dini Hari,Berawan,75-100,24-33,17
9383,Jakarta Utara,Siang,Berawan,75-100,24-33,15
9384,Jakarta Timur,Pagi,Cerah Berawan,75-100,24-33,23
9385,Jakarta Timur,Malam,Cerah Berawan,75-100,24-33,23
9386,Jakarta Selatan,Pagi,Cerah Berawan,75-100,24-33,25
9387,Kepulauan Seribu,Pagi,Hujan Lokal,75-100,24-33,0
9388,Jakarta Pusat,Pagi,Berawan,75-100,24-33,2
9389,Jakarta Barat,Pagi,Cerah Berawan,75-100,24-33,17
9390,Jakarta Timur,Siang,Hujan Lokal,75-100,24-33,23
9391,Jakarta Barat,Siang,Berawan,75-100,24-33,17
9392,Jakarta Selatan,Siang,Hujan Lokal,75-100,24-33,25
9393,Jakarta Pusat,Siang,Berawan,75-100,24-33,2
9394,Jakarta Utara,Pagi,Berawan,75-100,24-33,15
9395,Kepulauan Seribu,Siang,Cerah Berawan,75-100,24-33,0
9396,Jakarta Utara,Dini Hari,Hujan Ringan,75-100,23-34,15
9397,Jakarta Pusat,Dini Hari,Berawan,75-100,23-34,2
9398,Kepulauan Seribu,Dini Hari,Hujan Lokal,75-100,23-34,0
9399,Jakarta Selatan,Dini Hari,Berawan,75-100,23-34,25
9400,Jakarta Barat,Dini Hari,Hujan Ringan,75-100,23-34,17
9401,Jakarta Timur,Dini Hari,Berawan,75-100,23-34,23
9402,Jakarta Utara,Malam,Hujan Ringan,75-100,23-34,15
9403,Kepulauan Seribu,Malam,Hujan Ringan,75-100,23-34,0
9404,Jakarta Selatan,Malam,Berawan,75-100,23-34,25
9405,Jakarta Barat,Malam,Hujan Ringan,75-100,23-34,17
9406,Jakarta Pusat,Malam,Berawan,75-100,23-34,2
9407,Jakarta Utara,Siang,Hujan Ringan,75-100,23-34,15
9408,Jakarta Pusat,Siang,Hujan Ringan,75-100,23-34,2
9409,Kepulauan Seribu,Siang,Berawan,75-100,23-34,0
9410,Jakarta Timur,Pagi,Cerah Berawan,75-100,23-34,23
9411,Jakarta Selatan,Siang,Hujan Lokal,75-100,23-34,25
9412,Jakarta Barat,Siang,Hujan Ringan,75-100,23-34,17
9413,Jakarta Timur,Siang,Hujan Lokal,75-100,23-34,23
9414,Jakarta Utara,Pagi,Berawan,75-100,23-34,15
9415,Jakarta Pusat,Pagi,Cerah Berawan,75-100,23-34,2
9416,Kepulauan Seribu,Pagi,Berawan,75-100,23-34,0
9417,Jakarta Selatan,Pagi,Cerah Berawan,75-100,23-34,25
9418,Jakarta Timur,Malam,Berawan,75-100,23-34,23
9419,Jakarta Barat,Pagi,Cerah Berawan,75-100,23-34,17
9420,Kepulauan Seribu,Malam,Berawan,65-100,24-32,0
9421,Jakarta Pusat,Malam,Berawan,65-100,24-32,2
9422,Jakarta Utara,Malam,Cerah Berawan,65-100,24-32,15
9423,Jakarta Utara,Dini Hari,Cerah Berawan,65-100,24-32,15
9424,Jakarta Barat,Dini Hari,Cerah Berawan,65-100,24-32,17
9425,Jakarta Selatan,Dini Hari,Cerah Berawan,65-100,24-32,25
9426,Kepulauan Seribu,Dini Hari,Cerah Berawan,65-100,24-32,0
9427,Jakarta Pusat,Dini Hari,Cerah Berawan,65-100,24-32,2
9428,Jakarta Selatan,Malam,Hujan Lokal,65-100,24-32,25
9429,Jakarta Timur,Dini Hari,Cerah Berawan,65-100,24-32,23
9430,Jakarta Barat,Malam,Berawan,65-100,24-32,17
9431,Jakarta Pusat,Siang,Hujan Lokal,65-100,24-32,2
9432,Jakarta Utara,Siang,Hujan Lokal,65-100,24-32,15
9433,Jakarta Timur,Malam,Hujan Lokal,65-100,24-32,23
9434,Jakarta Timur,Pagi,Cerah Berawan,65-100,24-32,23
